Time,Voltage,Current,Power,Energy,Cost,Alert
2026-06-09 18:17:10.207883,230,1.2064977239117483,277.4944764997021,0.003064276500287422,0.018385659001724532,OK
2026-06-09 18:17:12.208408,230,3.2204141196052145,740.6952475091994,0.0032700251801510887,0.019620151080906534,OK
2026-06-09 18:17:14.208909,230,1.507805143523894,346.79518301049563,0.003366357175431782,0.02019814305259069,OK
2026-06-09 18:17:16.209626,230,2.9947742674317444,688.7980815093013,0.003557689975851032,0.021346139855106194,OK
2026-06-09 18:17:18.209902,230,1.8747988548120285,431.20373660676654,0.0036774687915751337,0.022064812749450803,OK
2026-06-09 18:17:20.210419,230,4.2857105106177515,985.7134174420828,0.003951278074197934,0.023707668445187603,HIGH
2026-06-09 18:17:22.211300,230,2.682387961853932,616.9492312264043,0.004122652860649713,0.02473591716389828,OK
2026-06-09 18:17:24.212004,230,1.2663868920747252,291.2689851771868,0.0042035609120878205,0.025221365472526923,OK
2026-06-09 18:17:26.212580,230,2.464684052678728,566.8773321161075,0.004361026837675628,0.02616616102605377,OK
2026-06-09 18:17:28.213156,230,4.2896168974514675,986.6118864138375,0.004635085695012805,0.02781051417007683,HIGH
2026-06-09 18:17:30.213584,230,1.6153944372319253,371.5407205633428,0.004738291450724844,0.028429748704349063,OK
2026-06-09 18:17:32.214361,230,3.8214372906506036,878.9305768496388,0.004982438833183077,0.02989463299909846,HIGH
2026-06-09 18:17:34.215032,230,3.1560075278187534,725.8817313983133,0.005184072647460386,0.03110443588476232,OK
2026-06-09 18:17:36.215830,230,3.27978937544576,754.3515563525248,0.005393614746447199,0.03236168847868319,OK
2026-06-09 18:17:38.216516,230,2.7231214461271667,626.3179326092484,0.0055675919499497675,0.0334055516996986,OK
2026-06-09 18:17:40.216985,230,1.7897395453580631,411.64009543235454,0.0056819364209032,0.0340916185254192,OK
2026-06-09 18:17:42.217727,230,4.516173546002102,1038.7199155804835,0.005970469730786667,0.035822818384720005,HIGH
2026-06-09 18:17:44.218105,230,2.4765145332397824,569.59834264515,0.006128691492632542,0.03677214895579525,OK
2026-06-09 18:17:46.218887,230,3.7522193753802457,863.0104563374565,0.006368416619392947,0.038210499716357677,HIGH
2026-06-09 18:17:48.219328,230,3.338953601846388,767.9593284246693,0.006581738655066466,0.03949043193039879,OK
2026-06-09 18:17:50.220066,230,4.679653973806134,1076.3204139754107,0.006880716547837413,0.04128429928702448,HIGH
2026-06-09 18:17:52.220621,230,4.689293986725037,1078.5376169467586,0.007180310330322624,0.04308186198193574,HIGH
2026-06-09 18:17:54.220985,230,3.927596042345356,903.3470897394319,0.007431240077472466,0.0445874404648348,HIGH
2026-06-09 18:17:56.221502,230,2.275686921919055,523.4079920413827,0.007576631186372851,0.0454597871182371,OK
2026-06-09 18:17:58.221819,230,3.220315247257118,740.6725068691371,0.007782373549392056,0.046694241296352336,OK
2026-06-09 18:18:00.222274,230,2.5027833183553296,575.6401632217259,0.007942273594731424,0.04765364156838854,OK
2026-06-09 18:18:02.222922,230,4.134645206458675,950.9683974854952,0.008206431482921838,0.04923858889753103,HIGH
2026-06-09 18:18:04.223455,230,2.2662163612978032,521.2297630984948,0.008351217528226975,0.05010730516936185,OK
2026-06-09 18:18:06.224288,230,2.579298314653813,593.2386123703769,0.00851600603166319,0.05109603618997914,OK
2026-06-09 18:18:08.224564,230,2.3552823458520726,541.7149395459767,0.008666482403759295,0.05199889442255577,OK
2026-06-09 18:18:10.224974,230,0.7635022697563101,175.6055220439513,0.00871526171543817,0.05229157029262903,OK
2026-06-09 18:18:12.225444,230,3.814728617637722,877.387582056676,0.008958980488231691,0.05375388292939015,HIGH
2026-06-09 18:18:14.225816,230,3.3275702219107033,765.3411510394618,0.00917157525240932,0.05502945151445592,OK
2026-06-09 18:18:16.226248,230,0.5872990912755827,135.07879099338402,0.009209097138796371,0.05525458283277823,OK
2026-06-09 18:18:18.226809,230,2.0613432190846614,474.10894038947214,0.009340794066682336,0.05604476440009402,OK
2026-06-09 18:18:20.227120,230,2.6582051788397862,611.3871911331508,0.0095106238419971,0.0570637430519826,OK
2026-06-09 18:18:22.227610,230,1.0725746953631967,246.69217993353524,0.009579149447534192,0.057474896685205154,OK
2026-06-09 18:18:24.227944,230,1.0967734185418918,252.25788626463512,0.009649221082607701,0.05789532649564621,OK
2026-06-09 18:18:26.228667,230,4.64736797494134,1068.8946342365082,0.009946136258784509,0.059676817552707054,HIGH
2026-06-09 18:18:28.229031,230,4.181974583626461,961.8541542340861,0.010213317968293978,0.06127990780976386,HIGH
2026-06-09 18:18:30.229434,230,4.47725626875129,1029.7689418127968,0.01049936489657531,0.06299618937945185,HIGH
2026-06-09 18:18:32.229947,230,3.739026592236323,859.9761162143543,0.010738247151079296,0.06442948290647578,HIGH
2026-06-09 18:18:34.230521,230,0.6324544575560191,145.4645252378844,0.010778653963645374,0.06467192378187225,OK
